artwork_id,title,artist_id,art_type,year,image_url,description,museum_id,medium,dimensions,museum_page_url,on_view,highlight
artwork_0000243,Olive Trees,vincent-van-gogh,painting,1889,https://img.artsmia.org/web_objects_cache/001000/200/10/1218/mia_8017891_800.jpg,"This is one of fifteen canvases of olive trees that van Gogh executed between June and December of 1889. Earlier that year he had interned himself in the asylum of St-Paul, in the town of St-Rémy in southern France, where he would create his most profound works. The vibrant oranges and yellows suggest that the picture dates to the autumn months. Van Gogh left St-Rémy in May 1890, moving to Auvers, near Paris, where he continued to paint until his death by suicide in July.",minneapolis-institute-of-art-minneapolis-us,Oil on canvas,29 x 36 1/2 in. (73.66 x 92.71 cm) (canvas); 39 3/4 x 47 x 3 1/2 in. (100.97 x 119.38 x 8.89 cm) (outer frame); 46 3/8 in. (117.79 cm) (diagonal); 28 1/2 x 36 in. (72.39 x 91.44 cm) (sight),https://collections.artsmia.org/search/Vincent%20van%20Gogh,TRUE,FALSE
artwork_0000244,"The Wheat Field behind St. Paul's Hospital, St. Rémy",vincent-van-gogh,painting,1889,https://www.vmfa.museum/piction/medias/83_26_v1_KW_200911_w.jpg?w=600&h=422&fit=crop&e=7E2F43A322A115234CB28B99311EDCF8C3B1CED27498E709F32881CB5CF00843&s=21&se=823028808&v=1,"Throughout the months that followed his violent falling-out with Gauguin on Christmas Eve 1888, Van Gogh exhibited acute symptoms of mental agitation and was hospitalized at frequent intervals. Feeling his creative drive diminishing, he voluntarily entered the Saint-Paul-de-Mausole asylum in St. Rémy in May 1889. Under Gauguin’s mentorship, the Dutch artist had learned to paint from memory, but now he fought against this tendency. In addition to the interpretations he made of works by Rembrandt, Delacroix, Millet, Doré, and others, he painted interior scenes of the clinic and the asylum garden and completed portraits of doctors. One of the fourteen paintings he realized during his twelve months of confinement is this view from the cell he used as a studio. “Through the iron-barred window I see a square field of wheat in an enclosure,” he related in a letter to his brother, Theo, “above which I see the morning sun rising in all its glory.” The muted palette is symptomatic of Van Gogh’s attempt to quell the excitement he felt under the sun’s illumination—an inspired sensation that ultimately overflowed into feelings of intense anguish. At the same time, he began equating color with vigorously painted lines to create an elemental landscape of dynamic, swirling forms. This compositional momentum is an iconic feature of the visionary style that Van Gogh achieved toward the end of his life.",virginia-museum-of-fine-arts-richmond-us,Oil on canvas,Unframed: 9 1/2 × 13 1/4 in. (24.13 × 33.66 cm); Framed: 18 × 21 3/4 in. (45.72 × 55.25 cm),https://www.vmfa.museum/artworks/the-wheat-field-behind-st-paul-s-hospital-st-r-my-60149,TRUE,FALSE
artwork_0000245,The Laundry Boat on the Seine at Asnières (Primary Title),vincent-van-gogh,painting,1887,https://www.vmfa.museum/piction/medias/83_25_v1_TF_201401_w.jpg?w=600&h=420&fit=crop&e=9DF8F9346D0BE94A6037D810083342847EC7914B0C228BD20958EAD5F96710B7&s=21&se=823028808&v=1,"The Laundry Boat on the Seine at Asnières exemplifies some of the radical directions emerging from the paintings Van Gogh completed in Paris. In March 1886, Van Gogh left his native Netherlands to reunite with his brother, Theo, in the French capital. Soon after, he began meeting with several leading avant-garde artists whose works embodied strong reactions against the Impressionist tendencies that dominated the Parisian art world. In 1887, Van Gogh took up residence in Asnières, a northwestern suburb of Paris, and his encounters with Signac and Gaugin proved catalytic for the painter's developing practice. Gauguin shared Van Gogh's enthusiasm for 19th-century Japanese woodblock prints and emulated their large planes of color in his burgeoning Synthetism and Cloisonnism techniques. The compositional diagonals and strong contours in this painting recall both the distinctive divisions of the picture plane in Japanese landscapes and Gauguin’s simplified adaptation of these features. The scene's striking chromatic contrasts and thickly layered brushstrokes also point to Van Gogh's interest in the experiments with complementary colors Seurat and Signac were making in these years. The restaurant and park scenes and the views of the Seine that Van Gogh completed while living in Asnières began to demonstrate the indelible influence of Synthetism, Divisionism, and Pointillism even as a unique Post-Impressionist style was emerging in his paintings.",virginia-museum-of-fine-arts-richmond-us,Oil on canvas,Unframed: 7 1/2 × 10 5/8 in. (19.05 × 26.99 cm); Framed: 11 5/8 × 14 7/8 × 2 1/2 in. (29.53 × 37.78 × 6.35 cm),https://www.vmfa.museum/artworks/the-laundry-boat-on-the-seine-at-asni-res-62523,TRUE,FALSE
artwork_0000246,"Daisies, Arles",vincent-van-gogh,painting,1888,https://www.vmfa.museum/piction/medias/C_17_2014_15_v1_TF_201404_w.jpg?w=600&h=475&fit=crop&e=C3D3936D9552216665A70D0BEDFCB1FCFE830316DDF710DCFF8C39308F9578FF&s=21&se=823028808&v=1,"Compared to the tiring pace of life in bustling Paris, the Provençal town of Arles appeared to Van Gogh as an exotic land populated by otherworldly beings. He had moved there in February 1888, hopeful that its bright skies and bountiful flora would allow him to fully explore the effects of color and set his work apart from other Post-Impressionist painters. He began filling his canvases with views of the region: expansive fields and skies, blossoming fruit trees, interiors and exteriors of houses, depictions of townsfolk and self-portraits, and floral still lifes—works that constituted the iconography of Van Gogh's first great period. By this time, the techniques of Japanese printmaking were deeply ingrained into his creative process, and he conceived the majority of his compositions with what he called his ""Japanese eye."" Stylistic features he borrowed from 19th-century ukiyo-e woodcuts for this still life include the high line of horizon that allows a detailed view of the flowers, the emphasis on the foreground and background to suggest spatial depth, and bright, flat areas of color. Although the monochromatic green tones are immediately perceived, Van Gogh introduced contrasting notes throughout the composition, painting streaks of blue around the orange terracotta pot and adding a red signature. His method of squeezing tube paint directly onto his canvas to create bold outlines testifies to the intense and prolific pace of his creative output during his first summer in Arles.",virginia-museum-of-fine-arts-richmond-us,Oil on canvas,Unframed: 13 × 16 1/2 in. (33 × 41.9 cm); Framed: 20 1/2 × 23 3/4 × 2 1/4 in. (52.07 × 60.33 × 5.72 cm),https://www.vmfa.museum/artworks/daisies-arles-63298,TRUE,FALSE
artwork_0000247,Mrs. Albert Vickers (Edith Foster),john-singer-sargent,painting,1884,https://www.vmfa.museum/piction/medias/92_152_v1_TF_201412_w.jpg?w=286&h=600&fit=crop&e=16D4DEF2DF8C62277755EC80DAB200C9F7907EECC6DBC9D3B6C717AFB89ADA75&s=21&se=192648683&v=1,"Edith Foster Vickers, wife of a newly rich British manufacturer and one of Sargent’s most important early patrons, is dressed for an evening in the country. A fashionable bustle and boned bodice ornament her custom-made gown. A combination of popular late 19th-century conceptions of earlier English styles, the dress reveals the sitter’s progressive taste and collaboration with the artist. This artful historicism was praised by critics in Paris and London. One went so far as to link Mrs. Vickers’s eerily distinctive appearance to the haunted heroines of Edgar Allan Poe. Mrs. Albert Vickers is one of four early full-length portraits by Sargent showcasing his updated Old Master style. Its novelty attracted enormous international attention and led sculptor August Rodin to name him “the Van Dyck of our times.”",virginia-museum-of-fine-arts-richmond-us,Oil on canvas,Unframed: 82 3/4 × 39 13/16 in. (210.19 × 101.12 cm); Framed: 95 × 51 1/2 × 4 1/2 in. (241.3 × 130.81 × 11.43 cm),https://www.vmfa.museum/artworks/mrs-albert-vickers-66171,FALSE,FALSE
artwork_0000248,Water Lilies and Japanese Bridge,claude-monet,painting,1899,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1972-15/full/1024,/0/default.webp","Water Lilies and Japanese Bridge represents two of Monet’s greatest achievements: his gardens at Giverny and the paintings they inspired. Monet moved to Giverny in 1883 and immediately began to develop the property. For him, the gardens were both a passion and a second artistic medium. His Asian garden was not part of the original estate; it was located on an adjacent property with a small brook, which he purchased and enlarged into a pond for a water garden in 1893. He transformed the site into an inspired vision of cool greens and calm, reflective waters, enhanced by exotic plants such as bamboo, ginkgo, and Japanese fruit trees and a Japanese footbridge. It was not until 1899, however, that he began a series of views of the site, of which this is one. A careful craftsman who reworked his canvases multiple times, Monet was committed to painting directly from nature as much as possible and for as long as he had the correct conditions; thus, he could work on as many as eight or more canvases a day, devoting as little as an hour or less to each. In this case, he set up his easel at the edge of the water-lily pond and worked on several paintings of the subject as part of a single process. Monet’s gardens and paintings show the same fascination with the effects of time and weather on the landscape. Both are brilliant expressions of his unique visual sensitivity and emotional response to nature. At Giverny, he literally shaped nature for his brush, cultivating vistas to paint.",princeton-university-art-museum-princeton-us,Oil on canvas,90.5 x 89.7 cm (35 5/8 x 35 5/16 in.) frame: 129.5 x 132.1 x 15.3 cm (51 x 52 x 6 in.),https://artmuseum.princeton.edu/art/collections/objects/31852,TRUE,TRUE
artwork_0000249,The Starry Night,vincent-van-gogh,painting,1889,https://www.moma.org/media/W1siZiIsIjQ2NzUxNyJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTQ0MFx1MDAzZSJdXQ.jpg?sha=62618546638d742f,"In creating this image of the night sky—dominated by the bright moon at right and Venus at center left—van Gogh heralded modern painting’s new embrace of mood, expression, symbol, and sentiment. Inspired by the view from his window at the Saint-Paul-de-Mausole asylum in Saint-Rémy, in southern France, where the artist spent twelve months in 1889–90 seeking reprieve from his mental illnesses, The Starry Night (made in mid-June) is both an exercise in observation and a clear departure from it. The vision took place at night, yet the painting, among hundreds of artworks van Gogh made that year, was created in several sessions during the day, under entirely different atmospheric conditions. The picturesque village nestled below the hills was based on other views—it could not be seen from his window—and the cypress at left appears much closer than it was. And although certain features of the sky have been reconstructed as observed, the artist altered celestial shapes and added a sense of glow. Van Gogh assigned an emotional language to night and nature that took them far from their actual appearances. Dominated by vivid blues and yellows applied with gestural verve and immediacy, The Starry Night also demonstrates how inseparable van Gogh’s vision was from the new procedures of painting he had devised, in which color and paint describe a world outside the artwork even as they telegraph their own status as, merely, color and paint.",the-museum-of-modern-art-newyorkcity-us,Oil on canvas,"29 x 36 1/4"" (73.7 x 92.1 cm)",https://www.moma.org/collection/works/79802?classifications=any&date_begin=Pre-1850&date_end=2026&include_uncataloged_works=false&on_view=false&q=Vincent+van+Gogh&recent_acquisitions=false&with_images=true,TRUE,TRUE
artwork_0000250,Water Lilies,claude-monet,painting,1914-1926,https://www.moma.org/media/W1siZiIsIjI0Njc4MyJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDl4MTUwN1x1MDAzZSJdXQ.jpg?sha=1e91656dafe1367b,"Monet worked on this and other paintings over a period of several years, building up layers of paint as he altered and refined the compositions. This image features softly flowing passages of cloud reflections amid a tranquil surface punctuated by pink lilies. The  delicate palette of this painting differentiates it from others and suggests a silvery light suffusing the pond's surface. Since the 1890s Monet had indulged a passion for exploring a single subject in extensive series that chronicle its changing appearance at various times of day and in different kinds of weather.",the-museum-of-modern-art-newyorkcity-us,Oil on canvas,"6' 6 1/2"" x 19' 7 1/2"" (199.5 x 599 cm)",https://www.moma.org/collection/works/80298?classifications=any&date_begin=Pre-1850&date_end=2026&include_uncataloged_works=false&on_view=true&q=Claude+Monet&recent_acquisitions=false&with_images=true,TRUE,TRUE
artwork_0000251,Agapanthus,claude-monet,painting,1914-1926,https://www.moma.org/media/W1siZiIsIjE2ODY2OCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTUwMFx1MDAzZSJdXQ.jpg?sha=db48d5312373e02e,"Monet frequently painted outdoors, drawing endless inspiration from the plants, trees, and pond at Giverny. The gardens on his property were the great extravagance of his final years; their upkeep required the services of six full-time gardeners. Monet planted agapanthus—a thin, wispy lily plant native to Africa—along the banks of his pond as well as several other types of indigenous and imported vegetation, such as wisteria, irises, and bamboo.",the-museum-of-modern-art-newyorkcity-us,Oil on canvas,"6' 6"" x 70 1/4"" (198.2 x 178.4 cm)",https://www.moma.org/collection/works/79922?classifications=any&date_begin=Pre-1850&date_end=2026&include_uncataloged_works=false&on_view=true&q=Claude+Monet&recent_acquisitions=false&with_images=true,TRUE,TRUE
artwork_0000252,Water Lilies,claude-monet,painting,1914-1926,https://www.moma.org/media/W1siZiIsIjI0Njc4NCJdLFsicCIsImNvbnZlcnQiLCItcXVhbGl0eSA5MCAtcmVzaXplIDIwMDB4MTUwMFx1MDAzZSJdXQ.jpg?sha=8eabd44142bd88db,"In the final decades of his life, Monet embarked on a series of monumental compositions depicting the lush lily ponds in his gardens in Giverny, in northwestern France. At the end of the nineteenth century, the painter had envisioned a circular installation of vast paintings—he called them grandes décorations —that would envelop the viewer in an expanse of water, flora, and sky. This vision materialized in the form of some forty large-scale panels, Water Lilies among them, that Monet produced and continuously reworked from 1914 until his death in 1926. At this triptych’s center, lilies bloom in a luminous pool of green and blue that is frothed with lavender-tinged reflections of clouds. Thick strokes in darker shades seep into the left panel, while on the right, sky and water are gently swallowed by an expanse of reddish-green vegetation. The dense composition hovers at the threshold of abstraction, its lack of horizon creating an effect of total immersion. After Monet’s death, twenty-two panels were installed on curved walls in the Musée de l’Orangerie in Paris: a gift from the artist to the nation of France. The remaining canvases stayed in his studios until the late 1940s, when collectors and MoMA curators began to take an interest in them.",the-museum-of-modern-art-newyorkcity-us,Oil on canvas,"Each 6' 6 3/4"" x 13' 11 1/4"" (200 x 424.8 cm), overall 6' 6 3/4"" x 41' 10 3/8"" (200 x 1276 cm)",https://www.moma.org/collection/works/80220?classifications=any&date_begin=Pre-1850&date_end=2026&include_uncataloged_works=false&on_view=true&q=Claude+Monet&recent_acquisitions=false&with_images=true,TRUE,TRUE
artwork_0000253,Fumée d'ambre gris (Smoke of Ambergris),john-singer-sargent,painting,1880,https://media.clarkart.edu/Web_medium_images/1955.15.jpg,"A woman holds part of her elaborate garment over a silver censer to capture the perfumed smoke of smoldering ambergris. A waxy substance extracted from whales, ambergris was used in some religious rituals and was also said to have aphrodisiac qualities. Sargent began this painting in Tangier, with a model posed on the patio of a rented house, but he completed it in his Paris studio. The finished painting presents a fantasy for Western eyes, combining details of costume and setting adapted from different regions across North Africa.",clark-art-institute-williamstown-us,Oil on canvas,Unframed: 54 3/4 x 35 11/16 in. (139.1 x 90.6 cm) Framed: 64 1/2 x 45 1/2 x 3 in. (163.8 x 115.6 x 7.6 cm),https://www.clarkart.edu/artpiece/detail/fumee-d-ambre-gris-(smoke-of-ambergris),TRUE,FALSE
artwork_0000254,Portrait of a Peasant (Patience Escalier),vincent-van-gogh,painting,1888,"https://images.nortonsimon.org/iipsrv/iipsrv.fcgi?QLT=100&IIIF=M197506P.jpf/full/!668,1002/0/default.jpg","Sunburnt and weather-beaten, the Provençal peasant Patience Escalier gazes out of Van Gogh’s picture with blazing intensity. Dazzling yellow, vivid blue, green, and red make this portrait, painted in August 1888, perhaps the artist’s most daring coloristic experiment to date. “[I]nstead of trying to reproduce exactly what I have before my eyes,” he wrote to his brother, Theo, “I use color more arbitrarily, in order to express myself with force.” He called the picture “a sort of ‘man with a hoe,’” referring to a celebrated work by the previous generation’s great painter of peasants, Jean-François Millet: Man with a Hoe, today in the J. Paul Getty Museum.",norton-simon-museum-pasadena-us,Oil on canvas,25 1/4 x 21 1/2 in. (64.1 x 54.6 cm),https://www.nortonsimon.org/art/detail/M.1975.06.P,TRUE,FALSE
artwork_0000255,The Potato Eaters,vincent-van-gogh,painting,1885,"https://iiif.micr.io/yzksg/full/1800,/0/default.webp","Van Gogh saw the Potato Eaters as a showpiece, for which he deliberately chose a difficult composition to prove he was on his way to becoming a good figure painter. The painting had to depict the harsh reality of country life, so he gave the peasants coarse faces and bony, working hands. He wanted to show in this way that they ‘have tilled the earth themselves with these hands they are putting in the dish ... that they have thus honestly earned their food’. He painted the five figures in earth colours – ‘something like the colour of a really dusty potato, unpeeled of course’. The message of the painting was more important to Van Gogh than correct anatomy or technical perfection. He was very pleased with the result: yet his painting drew considerable criticism because its colours were so dark and the figures full of mistakes. Nowadays, the Potato Eaters is one of Van Gogh’s most famous works.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"82 cm x 114 cm, 100 cm x 133 cm",https://www.vangoghmuseum.nl/en/collection/s0005V1962,TRUE,FALSE
artwork_0000256,Garden with Courting Couples: Square Saint-Pierre,vincent-van-gogh,painting,1887,"https://iiif.micr.io/PkNZD/full/600,/0/default.webp","Van Gogh called this sunny park scene 'the painting of the garden with lovers'. Couples in love are strolling under the young chestnut trees and sitting along the winding paths. He used a free variation on the technique of the Pointillists. They built up their compositions from dots of paint. Van Gogh instead applied small brushstrokes of varying length in different directions. This helped him to create the effect of a radiant spring day, which fit the sense of intimacy and togetherness he wished to express. He too longed for a wife and a family, but he had 'the most impossible love affairs'. He eventually resigned himself to the situation; he was devoted to his art.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"75 cm x 113 cm, 95 cm x 132.4 cm, 10 cm",https://www.vangoghmuseum.nl/en/collection/s0019V1962,TRUE,FALSE
artwork_0000257,Sunflowers,vincent-van-gogh,painting,1889,"https://iiif.micr.io/TZCqF/full/600,/0/default.webp","Van Gogh’s paintings of Sunflowers are among his most famous. He did them in Arles, in the south of France, in 1888 and 1889. Vincent painted a total of five large canvases with sunflowers in a vase, with three shades of yellow ‘and nothing else’. In this way, he demonstrated that it was possible to create an image with numerous variations of a single colour, without any loss of eloquence. The sunflower paintings had a special significance for Van Gogh: they communicated ‘gratitude’, he wrote. He hung the first two in the room of his friend, the painter Paul Gauguin, who came to live with him for a while in the Yellow House. Gauguin was impressed by the sunflowers, which he thought were ‘completely Vincent’. Van Gogh had already painted a new version during his friend’s stay and Gauguin later asked for one as a gift, which Vincent was reluctant to give him. He later produced two loose copies, however, one of which is now in the Van Gogh Museum.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"95 cm x 73 cm, 123.6 cm x 101.2 cm",https://www.vangoghmuseum.nl/en/collection/s0031V1962,TRUE,TRUE
artwork_0000258,The Yellow House (The Street),vincent-van-gogh,painting,1888,"https://iiif.micr.io/NyxcG/full/600,/0/default.webp","In May 1888, Van Gogh rented four rooms in a house on Place Lamartine in Arles (southern France). The green shutters in this painting of the square show where he lived. Shortly after moving into the ‘Yellow House’, he sent Theo a description and sketch of his painting of it: ‘it’s tremendous, these yellow houses in the sunlight and then the incomparable freshness of the blue.’ The work, which Van Gogh himself called ‘The Street’, records the artist’s immediate surroundings: he often ate at the restaurant on the left, and the home of his friend, the postman Joseph Roulin, lay just beyond the second railway bridge. Vincent had finally found a place at the Yellow House where he could not only paint but also have his friends come to stay. His plan was to turn the yellow corner-building into an artists’ house, where like-minded painters could live and work together.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"72 cm x 91.5 cm, 89.8 cm x 109.2 cm, 8 cm",https://www.vangoghmuseum.nl/en/collection/s0032V1962,TRUE,TRUE
artwork_0000259,The Bedroom,vincent-van-gogh,painting,1888,"https://iiif.micr.io/ZKSPH/full/600,/0/default.webp","While he was in Arles, Van Gogh made this painting of his bedroom in the Yellow House. He prepared the room himself with simple furniture and with his own work on the wall. The bright colours were meant to express absolute ‘repose’ or ‘sleep’. Research shows that the strongly contrasting colours we see in the work today are the result of discolouration over the years. The walls and doors, for instance, were originally purple rather than blue. The apparently odd angle of the rear wall, meanwhile, is not a mistake on Van Gogh’s part – the corner really was skewed. The rules of perspective seem not to have been accurately applied throughout the painting, but this was a deliberate choice. Vincent told Theo in a letter that he had deliberately ‘flattened’ the interior and left out the shadows so that his picture would resemble a Japanese print. Van Gogh was very pleased with the painting: ‘When I saw my canvases again after my illness, what seemed to me the best was the bedroom.’",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"72.4 cm x 91.3 cm, 92.2 cm x 111 cm, 7.2 cm",https://www.vangoghmuseum.nl/en/collection/s0047V1962,TRUE,TRUE
artwork_0000260,Wheatfield with a Reaper,vincent-van-gogh,painting,1889,"https://iiif.micr.io/HDzja/full/600,/0/default.webp","Van Gogh painted this walled field from his hospital room. For the first few months that he was there, he was not allowed to leave the grounds. The reaper labours in the heat of the sun. The wheat, painted with thick gobs of yellow, undulates around him. For Van Gogh, wheat was a symbol of the eternal cycle of nature and the transience of life. He saw the reaper as 'the image of death . . . in this sense that humanity would be the wheat being reaped.' He added, however, that this death was 'almost smiling. It's all yellow except for a line of violet hills – a pale, blond yellow. I myself find that funny, that I saw it like that through the iron bars of a cell.'",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"73.2 cm x 92.7 cm, 97 cm x 116.7 cm, 11.5 cm",https://www.vangoghmuseum.nl/en/collection/s0049V1962,TRUE,FALSE
artwork_0000261,Almond Blossom,vincent-van-gogh,painting,1890,"https://iiif.micr.io/rAERt/full/600,/0/default.webp","Large blossom branches like this against a blue sky were one of Van Gogh’s favourite subjects. Almond trees flower early in the spring making them a symbol of new life. Van Gogh borrowed the subject, the bold outlines and the positioning of the tree in the picture plane from Japanese printmaking. The painting was a gift for his brother Theo and sister-in-law Jo, who had just had a baby son, Vincent Willem. In the letter announcing the new arrival, Theo wrote: ‘As we told you, we’ll name him after you, and I’m making the wish that he may be as determined and as courageous as you.’ Unsurprisingly, it was this work that remained closest to the hearts of the Van Gogh family. Vincent Willem went on to found the Van Gogh Museum.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"73.3 cm x 92.4 cm, 94 cm x 112.9 cm, 8 cm",https://www.vangoghmuseum.nl/en/collection/s0176V1962,TRUE,FALSE
artwork_0000262,Irises,vincent-van-gogh,painting,1890,"https://iiif.micr.io/HVTVF/full/600,/0/default.webp","Van Gogh painted this still life in the psychiatric hospital in Saint-Rémy. For him, the painting was mainly a study in colour. He set out to achieve a powerful colour contrast. By placing the purple flowers against a yellow background, he made the decorative forms stand out even more strongly. The irises were originally purple. But as the red pigment has faded, they have turned blue. Van Gogh made two paintings of this bouquet. In the other still life, he contrasted purple and pink with green.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"92.7 cm x 73.9 cm, 111.5 cm x 92.9 cm, 8.2 cm",https://www.vangoghmuseum.nl/en/collection/s0050V1962,TRUE,TRUE
artwork_0000263,Wheatfield under Thunderclouds,vincent-van-gogh,painting,1890,"https://iiif.micr.io/fhXoU/full/600,/0/default.webp","In the last weeks of his life, Van Gogh completed a number of impressive paintings of the wheatfields around Auvers. This outspread field under a dark sky is one of them. In these landscapes he tried to express 'sadness, extreme loneliness'. But the overwhelming emotions that Van Gogh experienced in nature were also positive. He wrote to his brother Theo, 'I'd almost believe that these canvases will tell you what I can't say in words, what I consider healthy and fortifying about the countryside.' The elongated format of Wheatfields under Thunderclouds is unusual. It emphasizes the grandeur of the landscape, as does the simple composition: two horizontal planes.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"50.4 cm x 101.3 cm, 70 cm x 121 cm, 9.5 cm",https://www.vangoghmuseum.nl/en/collection/s0106V1962,TRUE,FALSE
artwork_0000264,Wheatfield with Crows,vincent-van-gogh,painting,1890,"https://iiif.micr.io/QHzII/full/600,/0/default.webp","Wheatfield with Crows is one of Van Gogh's most famous paintings. It is often claimed that this was his very last work. The menacing sky, the crows and the dead-end path are said to refer to the end of his life approaching. But that is just a persistent myth. In fact, he made several other works after this one. Van Gogh did want his wheatfields under stormy skies to express 'sadness, extreme loneliness', but at the same time he wanted to show what he considered 'healthy and fortifying about the countryside'. Van Gogh used powerful colour combinations in this painting: the blue sky contrasts with the yellow-orange wheat, while the red of the path is intensified by the green bands of grass.",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"50.5 cm x 103 cm, 69.8 cm x 122.7 cm, 10 cm",https://www.vangoghmuseum.nl/en/collection/s0149V1962,TRUE,FALSE
artwork_0000265,Tree Roots,vincent-van-gogh,painting,1890,"https://iiif.micr.io/giZUM/full/600,/0/default.webp","This painting seems at first sight to consist of a jumble of bright colours and fanciful abstract forms. Only after that do you realise that it shows a slope with tree trunks and roots. These are trees used for timber, growing in a marl quarry. Such quarries could be found around Auvers (FR). The work was not entirely completed. That explains its unfinished appearance. It is probably Van Gogh's very last painting. Andries Bonger, the brother-in-law of Vincent's brother Theo, described it in a letter: 'The morning before his death, he had painted a sous-bois [forest scene], full of sun and life.'",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"50.3 cm x 100.1 cm, 69.8 cm x 119.7 cm, 9.5 cm",https://www.vangoghmuseum.nl/en/collection/s0195V1962,TRUE,FALSE
artwork_0000266,Self-Portrait or Portrait of Theo van Gogh,vincent-van-gogh,painting,1887,"https://iiif.micr.io/DVMeI/full/600,/0/default.webp","This painting was long thought to be a self-portrait of Vincent; however, another view is that it shows his brother Theo. The brothers, namely, bore a striking resemblance to one another. Unfortunately, there is no decisive evidence to determine who is actually portrayed, which is why the painting now has a double title. The portrait is unusually small and painted in considerable detail. Van Gogh was probably trying to compete with portrait photos. He had written some time earlier, 'it's a cause worth fighting for to show people that there's something else in human beings besides what the photographer is able to get out of them with his machine.'",van-gogh-museum-amsterdam-netherlands,Oil on canvas,"19 cm x 14.1 cm, 28.7 cm x 23.9 cm, 3.5 cm",https://www.vangoghmuseum.nl/en/collection/s0157V1962,TRUE,TRUE
artwork_0000267,Portrait de l'artiste,vincent-van-gogh,painting,1887,https://cdn.mediatheque.epmoo.fr/link/3c9igq/ryg1butmf1h3zr4.jpg,,musée-d'orsay-paris-france,huile sur toile,"H. 44 ; L. 35,5 cm avec cadre H. 68 ; L. 57 cm",https://www.musee-orsay.fr/en/artworks/portrait-de-lartiste-14057,TRUE,TRUE
artwork_0000268,Portrait de l'artiste,vincent-van-gogh,painting,1889,https://cdn.mediatheque.epmoo.fr/link/3c9igq/pyl1byhcpfej4lc.jpg,"Like Rembrandt and Goya, Vincent van Gogh often used himself as a model; he produced over forty-three self-portraits, paintings or drawings in ten years. Like the old masters, he observed himself critically in a mirror. Painting oneself is not an innocuous act: it is a questioning which often leads to an identity crisis. Thus he wrote to his sister: ""I am looking for a deeper likeness than that obtained by a photographer."" And later to his brother: ""People say, and I am willing to believe it, that it is hard to know yourself. But it is not easy to paint yourself, either. The portraits painted by Rembrandt are more than a view of nature, they are more like a revelation"". In this head-and-shoulders view, the artist is wearing a suit and not the pea jacket he usually worked in. Attention is focused on the face. His features are hard and emaciated, his green-rimmed eyes seem intransigent and anxious. The dominant colour, a mix of absinth green and pale turquoise finds a counterpoint in its complementary colour, the fiery orange of the beard and hair. The model's immobility contrasts with the undulating hair and beard, echoed and amplified in the hallucinatory arabesques of the background.",musée-d'orsay-paris-france,huile sur toile,"H. 65,0 ; L. 54,2 cm. avec cadre H. 91,5 ; L. 80,2 cm",https://www.musee-orsay.fr/en/artworks/portrait-de-lartiste-747,TRUE,TRUE
artwork_0000269,La Chambre de Van Gogh à Arles,vincent-van-gogh,painting,1889,https://cdn.mediatheque.epmoo.fr/link/3c9igq/nqg1buttyuj56ow.jpg,"Van Gogh produced three, almost identical paintings on the theme of his bedroom. The first, in the Van Gogh Museum in Amsterdam, was executed in October 1888, and damaged during a flood that occurred while the painter was in hospital in Arles. Almost a year later, Van Gogh made two copies of it: one, the same size, is now in the Art Institute in Chicago; the other, in the Musée d'Orsay, produced for his family in Holland, is smaller. In a letter to his brother Theo, Vincent explained what had provoked him to paint such a picture: he wanted to express the tranquillity, and bring out the simplicity of his bedroom using the symbolism of colours. Thus, he described: ""the pale, lilac walls, the uneven, faded red of the floor, the chrome-yellow chairs and bed, the pillows and sheet in very pale lime green, the blood-red blanket, the orange-coloured wash stand, the blue wash basin, and the green window"", stating ""I wanted to express absolute repose with these different colours"". Through these various colours, Van Gogh is referring to Japan, to its crêpe paper and its prints. He explained: ""The Japanese lived in very simple interiors, and what great artists have lived in that country"" And although, in the eyes of the Japanese, a bedroom decorated with paintings and furniture would not really seem very simple, for Vincent it was ""an empty bedroom with a wooden bed and two chairs"". All the same he does achieve a certain sparseness through his composition made up almost entirely of straight lines, and through a rigorous combination of coloured surfaces, which compensate for the instability of the perspective.",musée-d'orsay-paris-france,huile sur toile,"H. 57,3 ; L. 73,5 cm avec cadre H. 74,5 ; L. 90,7 ; EP. 9,5 cm",https://www.musee-orsay.fr/en/artworks/la-chambre-de-van-gogh-arles-746,TRUE,TRUE
